"date","a0009","a1019","a2029","a3039","a4049","a5059","a6069","a7079","a8089","a90"
2021-09-09,0,0.0597148431451695,0.310455404840156,0.300613415798472,0.351719739184553,0.454817832672941,0.648081858953365,0.792630403518078,0.788368010127546,0.774357017891658
2021-09-10,0,0.0628516779737125,0.316159984032159,0.306442519846691,0.358895823553803,0.46357435180155,0.652585438468349,0.790648120191154,0.785500456816627,0.771877204847723
2021-09-11,0,0.0661253358951381,0.321875900536442,0.312294028909051,0.366073402181995,0.47224654054916,0.656866073557968,0.788574683313514,0.782610137306439,0.769350009807715
2021-09-12,0,0.0695389783351786,0.32759962348503,0.318164440260804,0.373246450642521,0.480824904391785,0.660925484105979,0.786417768587787,0.779699432634625,0.766779315429119
2021-09-13,0,0.0730955624177893,0.33332757415912,0.324050180987515,0.380408903359927,0.489300193546641,0.664765760636103,0.784184448551263,0.776770477631639,0.764168697349422
2021-09-14,0,0.076797811310134,0.339056132811946,0.329947614472703,0.387554669739643,0.497663433795275,0.668389338737321,0.781881232658374,0.773825185815989,0.761521446666565
2021-09-15,0,0.0806481838260614,0.344781645680616,0.335853047163548,0.394677650483987,0.505905955586648,0.671798973179591,0.779514105982514,0.770865271885428,0.758840591067974
2021-09-16,0,0.0846488435290307,0.350500432159801,0.341762735590067,0.401771754008176,0.514019421240586,0.674997711923178,0.777088566329649,0.767892272013164,0.756128914638591
2021-09-17,0,0.0888016276043067,0.35620879210907,0.347672893611481,0.408830912869046,0.521995850090085,0.677988870211594,0.774609659620094,0.764907562144871,0.75338897638801
2021-09-18,0,0.0931080157970553,0.361903013264674,0.353579699861921,0.415849100118877,0.529827641420585,0.680776004923639,0.772082013447961,0.761912374478674,0.750623127543995
2021-09-19,0,0.0975690997369326,0.367579378725865,0.359479305366286,0.422820345497138,0.537507595085217,0.683362889344616,0.769509868771176,0.758907812296731,0.747833527664777
2021-09-20,0,0.102185552990065,0.373234174485256,0.365367841295807,0.429738751374118,0.545028929696983,0.685753488500671,0.766897109720093,0.755894863303873,0.745022159625919
2021-09-21,0,0.106957602195211,0.378863696972375,0.371241426831954,0.436598508362286,0.55238529832158,0.687951935183784,0.764247291540566,0.752874411616016,0.742190843539516
2021-09-22,0,0.111884999651659,0.384464260579407,0.377096177106444,0.443393910513767,0.559570801617739,0.689962506778396,0.761563666709098,0.749847248528982,0.739341249664326
2021-09-23,0,0.116966997731479,0.390032205138173,0.382928211184603,0.450119370025559,0.566579998395398,0.691789602984305,0.758849209274218,0.746814082186989,0.736474910365372
2021-09-24,0,0.122202325487597,0.395563903317642,0.388733660058903,0.456769431378002,0.57340791358527,0.693437724514501,0.756106637490456,0.743775546259341,0.733593231180764
2021-09-25,0,0.127589167821503,0.401055767911753,0.394508674619414,0.463338784836442,0.58005004363623,0.694911452831228,0.753338434819916,0.740732207724006,0.73069750105211
2021-09-26,0,0.133125147560099,0.406504258987957,0.400249433567938,0.469822279251062,0.586502359379125,0.696215430968914,0.750546869382102,0.737684573847508,0.727788901773169
2021-09-27,0,0.138807310770252,0.411905890867762,0.405952151242953,0.47621493409536,0.592761306416724,0.697354345478869,0.747734011935975,0.734633098442166,0.724868516709259
2021-09-28,0,0.144632115612293,0.417257238911611,0.411613085322967,0.48251195068966,0.598823803119453,0.698332909517828,0.744901752479605,0.7315781874739,0.7219373388377
2021-09-29,0,0.150595425000441,0.422554946081619,0.417228544376674,0.488708722562394,0.604687236324962,0.69915584709071,0.742051815552621,0.728520204086758,0.718996278157098
2021-09-30,0,0.156692503299485,0.427795729257102,0.422794895229226,0.494800844908443,0.610349454856255,0.69982787844729,0.739185774325428,0.725459473103813,0.716046168510797
2021-10-01,0,0.162918017243816,0.432976385279356,0.428308570115104,0.500784123110738,0.615808760987953,0.700353706622941,0.736305063556918,0.722396285058198,0.713087773867261
2021-10-02,0,0.169266041217966,0.438093796703837,0.433766073589417,0.506654580298238,0.621063900003037,0.700738005105216,0.733410991499599,0.719330899802679,0.71012179409766
2021-10-03,0,0.175730066988065,0.443144937239673,0.43916398917097,0.512408463920571,0.626114047993102,0.700985406600661,0.730504750827723,0.716263549741314,0.707148870288413
2021-10-04,0,0.182303017922217,0.448126876858382,0.444498985692148,0.518042251326662,0.630958798063649,0.701100492870053,0.727587428660394,0.713194442722364,0.704169589624047
2021-10-05,0,0.188977267685619,0.45303678655564,0.449767823332493,0.523552654341741,0.635598145112186,0.701087785594951,0.724660015747805,0.710123764627614,0.70118448987337
2021-10-06,0,0.195744663344378,0.457871942752063,0.454967359314814,0.52893662284403,0.640032469351048,0.700951738234232,0.721723414884832,0.707051681689715,0.698194063509746
2021-10-07,0,0.202596552761285,0.462629731321056,0.460094553244779,0.534191347349125,0.644262518748751,0.700696728825839,0.718778448612317,0.703978342565902,0.695198761494062
2021-10-08,0,0.209523816118167,0.467307651234,0.465146472077086,0.539314260616528,0.648289390563635,0.700327053686466,0.715825866262485,0.700903880193522,0.692198996747011
2021-10-09,0,0.216516901353434,0.471903317815214,0.470120294693608,0.54430303829895,0.6521145121415,0.69984692196007,0.712866350401124,0.697828413450211,0.689195147335313
2021-10-10,0,0.223565863260757,0.476414465601332,0.475013316081201,0.549155598660729,0.655739621145148,0.699260450965003,0.709900522715562,0.69475204863916,0.686187559394757
2021-10-11,0,0.230660405955772,0.480838950801926,0.479822951099215,0.553870101397093,0.659166745378299,0.698571662289044,0.706928949393885,0.691674880817827,0.68317654981117
