"date","a0009","a1019","a2029","a3039","a4049","a5059","a6069","a7079","a8089","a90"
2021-04-24,0,9.4353172961915e-05,0.0116153613024644,0.0105021868460377,0.00763989793208009,0.00564769414864064,0.0158500466184202,0.00491606847765244,0.00575500230365135,0.0147075070962237
2021-04-25,0,0.000100390690591595,0.0120835212488207,0.010928571061568,0.007987655433155,0.00594365847395348,0.0167045293359432,0.00540052491246426,0.00642877097545337,0.0160447680523765
2021-04-26,0,0.000106798470598556,0.0125668126742309,0.0113689272045693,0.0083490413534475,0.0062537249651754,0.0176005922572261,0.00593191371415965,0.00718006668049009,0.0174988102742109
2021-04-27,0,0.000113599261729215,0.0130657101942127,0.0118237020883917,0.00872458028288404,0.00657855594819453,0.0185401489826686,0.00651467348197776,0.00801751992900213,0.0190791310948812
2021-04-28,0,0.000120817208800827,0.0135807017062074,0.0122933554841007,0.00911481574686005,0.00691884351265488,0.0195251890186314,0.00715364051703858,0.00895065174421515,0.0207958725674363
2021-04-29,0,0.000128477938174184,0.0141122886507604,0.0127783604037442,0.00952031078676709,0.00727531071677152,0.020557779543136,0.00785407999863681,0.00998994866435768,0.0226598421399059
2021-04-30,0,0.000136608648433542,0.0146609862697357,0.0132792033830436,0.00994164854963693,0.00764871282757765,0.0216400670747632,0.00862171869305112,0.0111469399384822,0.0246825294800438
2021-05-01,0,0.000145238206587758,0.0152273238608011,0.0137963847628873,0.0103794328862227,0.00803983859621257,0.0227742790255713,0.00946277906943628,0.0124342758419761,0.0268761184337656
2021-05-02,0,0.000154397250125114,0.0158118450273578,0.0143304189689524,0.0108342889567405,0.0084495115676605,0.0239627251171279,0.0103840146409344,0.0138658056941775,0.0292534929839259
2021-05-03,0,0.000164118295273879,0.0164151079230315,0.0148818347887282,0.0113068638433896,0.00887859142412741,0.0252077986369623,0.0113927462818247,0.0154566537598895,0.0318282359630585
2021-05-04,0,0.000174435851841301,0.0170376854897815,0.015451175645156,0.0117978271686581,0.00932797536099592,0.0265119775108884,0.0124968991921611,0.0172232907584828,0.0346146191706843
2021-05-05,0,0.000185386545025488,0.0176801656886144,0.0160389998660413,0.0123078717182994,0.00979859949402329,0.0278778251647413,0.0137050400888624,0.019183598192158,0.03762758345969
2021-05-06,0,0.000197009244617657,0.0183431517218279,0.0166458809483324,0.0128377140677336,0.0102914402961443,0.0293079911471226,0.0150264140957418,0.0213569221475699,0.0408827072952536
2021-05-07,0,0.000209345202036432,0.0190272622456358,0.0172724078162929,0.0133880952104928,0.0108075160619056,0.0308052114827777,0.0164709806839514,0.023764112638155,0.0443961622631772
2021-05-08,0,0.000222438195661445,0.0197331315719524,0.0179191850725272,0.0139597811871758,0.0113478883971912,0.0323723087242528,0.0180494478786867,0.0264275439627923,0.0481846540225401
2021-05-09,0,0.00023633468496039,0.0204614098580439,0.0185868332407482,0.0145535637132239,0.0119136637314927,0.0340121916675165,0.0197733037983389,0.0293711109950703,0.0522653472711223
2021-05-10,0,0.000251083973932039,0.0212127632826702,0.0192759889991,0.0151702608036568,0.0125059948495403,0.035727854695317,0.0216548444300631,0.0326201958337247,0.0566557734318419
2021-05-11,0,0.000266738384417544,0.0219878742072659,0.0199873054027749,0.0158107173927316,0.0131260824386251,0.0375223767102,0.0237071963735746,0.0362015988986663,0.0613737199844722
2021-05-12,0,0.000283353439863723,0.0227874413206227,0.0207214520945782,0.0164758059462948,0.0137751766474243,0.0393989196173736,0.0259443331068955,0.0401434284204701,0.0664371006673433
2021-05-13,0,0.000300988060155018,0.0236121797654554,0.0214791155020187,0.0171664270643984,0.0144545786515678,0.0413607263160194,0.0283810831494979,0.0444749424257576,0.0718638061638404
2021-05-14,0,0.000319704768165432,0.0244628212451427,0.0222609990194114,0.0178835100715355,0.0151656422205765,0.043411118156238,0.031033128327498,0.0492263378526501,0.0776715353693629
2021-05-15,0,0.000339569908718127,0.0253401141088488,0.0230678231733947,0.0186280135916309,0.0159097752801343,0.0455534918176534,0.0339169901921151,0.0544284824219187,0.0838776079016445
2021-05-16,0,0.000360653880678487,0.0262448234131436,0.0239003257701725,0.0194009261046812,0.0166884414629466,0.0477913155648152,0.0370500025186983,0.0601125864083995,0.0904987591600147
2021-05-17,0,0.000383031382946419,0.0271777309581439,0.0247592620226989,0.0202032664816974,0.017503161640672,0.0501281248339959,0.0404502677336664,0.0663098135426558,0.0975509199390077
2021-05-18,0,0.000406781675155476,0.0281396352961127,0.0256454046559305,0.0210360844943396,0.0183555154285958,0.052567517105843,0.0441365950971853,0.0730508329190997,0.105048983332663
2021-05-19,0,0.000431988853930168,0.0291313517103579,0.0265595439881725,0.0219004612953666,0.0192471426538445,0.0551131460186667,0.0481284185282786,0.0803653169281258,0.113006562394553
2021-05-20,0,0.00045874214559848,0.0301537121621822,0.027502487986449,0.0227975098657426,0.0201797447770095,0.0577687146779989,0.0524456921149291,0.0882813937283331,0.121435742705526
2021-05-21,0,0.00048713621630436,0.0312075652035436,0.0284750622937294,0.02372837542395,0.0211550862560743,0.0605379681195063,0.0571087616225125,0.0968250664153267,0.130346834602732
2021-05-22,0,0.000517271500514567,0.0322937758529981,0.0294781102257412,0.0246942357927602,0.0221749958404983,0.0634246848844538,0.0621382107152032,0.10601961453879,0.139748130295244
2021-05-23,0,0.000549254548966025,0.0334132254324059,0.0305124927350041,0.0256963017184007,0.0232413677822291,0.066432667669756,0.0675546811479638,0.115884996629577,0.149645671391339
2021-05-24,0,0.000583198397153493,0.0345668113617984,0.0315790883396153,0.0267358171367434,0.0243561629492747,0.0695657330182922,0.073378666875771,0.12643727456411,0.16004303245527
2021-05-25,0,0.000619222955513086,0.0357554469097204,0.0326787930142249,0.027814059380812,0.0255214098262848,0.0728277000196575,0.0796302828569678,0.137688081581001,0.170941126072657
2021-05-26,0,0.000657455422514829,0.0369800608962823,0.0338125200405357,0.0289323393235768,0.026739205385364,0.0762223779969221,0.0863290102827262,0.149644155319137,0.182338034523688
2021-05-27,0,0.000698030721936953,0.038241597346085,0.034981199814574,0.0300920014496747,0.0280117158090761,0.0797535531613403,0.0934934210149167,0.162306955239696,0.194228872548961
2021-05-28,0,0.000741091965656003,0.0395410150881114,0.0361857796078822,0.0312944238493537,0.0293411770463048,0.0834249742243037,0.101140885116598,0.175672380263814,0.206605684869095
2021-05-29,0,0.000786790943349881,0.0408792872996164,0.0374272232796975,0.0325410181276093,0.0307298951803219,0.0872403369642102,0.10928726645574,0.189730597619958,0.219457381127754
2021-05-30,0,0.000835288640575521,0.0422574009909965,0.0387065109370997,0.0338332292211481,0.032180246587088,0.0912032677553209,0.117946612385445,0.204465988134341,0.232769709824829
2021-05-31,0,0.000886755786748878,0.0436763564285725,0.0400246385400304,0.0351725351154873,0.0336946778604825,0.0953173060760935,0.127130844377473,0.219857207023122,0.246525271657834
2021-06-01,0,0.000941373434621989,0.0451371664921864,0.0413826174480206,0.0365604464541855,0.0352757054798542,0.0995858860258804,0.136849457134051,0.235877353226264,0.260703571565408
2021-06-02,0,0.00099933357291984,0.0466408559644931,0.0427814739053961,0.0379985060318928,0.0369259151939981,0.10401231689121,0.14710923405548,0.25249423501448,0.275281107734905
2021-06-03,0,0.00106083977386826,0.0481884607488119,0.0442222484616814,0.0394882881626244,0.0386479610944391,0.10859976281606,0.157913986942333,0.26967071546876,0.290231494956413
2021-06-04,0,0.00112610787741263,0.0497810270124154,0.0457059953238777,0.041031397914394,0.0404445643497409,0.113351221644441,0.169264327427222,0.287365118797515,0.305525619024415
2021-06-05,0,0.00119536671399558,0.0514196102521458,0.0472337816372616,0.0426294702011053,0.042318511571495,0.118269503018186,0.181157476856798,0.305531677463627,0.32113181843509
2021-06-06,0,0.00126885886782898,0.0531052742792924,0.0488066866913324,0.0442841687223876,0.0442726527816981,0.123357205827796,0.193587120206597,0.324121000707538,0.337016089412035
2021-06-07,0,0.0013468414826617,0.0548390901207183,0.0504258010475355,0.0459971847418931,0.0463098989504312,0.128616695129486,0.206543308168471,0.343080547082355,0.353142310307014
2021-06-08,0,0.00142958711210766,0.0566221348333,0.0520922255854018,0.0477702356944391,0.0484332190721358,0.13405007865685,0.220012409890453,0.362355086758029,0.369472481638874
2021-06-09,0,0.00151738461665955,0.0584554902288455,0.0538070704637774,0.0496050636122996,0.0506456367483794,0.139659183070712,0.233977117081441,0.381887143235216,0.3859669784124
2021-06-10,0,0.00161054010956928,0.0603402415067777,0.0555714539938683,0.051503433360924,0.0529502262448483,0.145445530105352,0.248416498438538,0.401617408350835,0.402584811848855
2021-06-11,0,0.0017093779538274,0.0622774757920194,0.0573865014209006,0.0534671306743976,0.0553501079904378,0.151410312783247,0.263306101733788,0.42148512869494,0.419283898205225
2021-06-12,0,0.00181424181251771,0.0642682805756893,0.0592533436112928,0.0554979599810643,0.0578484434867682,0.157554371883352,0.278618099517155,0.441428465480179,0.436021332902541
2021-06-13,0,0.00192549575485945,0.0663137420564259,0.0611731156423612,0.0575977420099159,0.0604484295972827,0.16387817285954,0.294321473339356,0.461384833260188,0.452753668671553
2021-06-14,0,0.00204352542027555,0.0684149433803866,0.0631469552917262,0.0597683111686235,0.0631532921863151,0.170381783415753,0.310382230726506,0.481291225494488,0.469437196809789
2021-06-15,0,0.00216873924284009,0.0705729627782373,0.0651760014237691,0.0620115126844445,0.0659662790802025,0.177064851952494,0.326763648869363,0.501084536674811,0.486028230891125
