"date","a0009","a1019","a2029","a3039","a4049","a5059","a6069","a7079","a8089","a90"
2021-05-22,0,0.000636294841892931,0.0350870694625427,0.0313221824120913,0.0257680212521484,0.0221749958404983,0.0329053743341764,0.0180680269671423,0.0264360357810139,0.0482604428120306
2021-05-23,0,0.000675637138418895,0.0363033473400907,0.0324212731404622,0.0268136602540861,0.0232413677822291,0.0345430930663065,0.0197918076650885,0.029379568467976,0.0523408291080514
2021-05-24,0,0.000717391411550504,0.0375567142371625,0.0335545921297642,0.0278983771741232,0.0243561629492747,0.0362565918829736,0.0216732730751067,0.0326286189613143,0.0567309483162095
2021-05-25,0,0.000761705162922612,0.0388481624166951,0.0347230914044386,0.0290235048878655,0.0255214098262848,0.038048949686723,0.0237255497969123,0.0362099876809399,0.0614485879162784
2021-05-26,0,0.00080873485916888,0.0401787010383444,0.035927741378663,0.0301904112692917,0.026739205385364,0.0399233283827631,0.0259626113085272,0.0401517828574278,0.0665116616465881
2021-05-27,0,0.000858646469812179,0.0415493557813898,0.037169530651565,0.0314004992655909,0.0280117158090761,0.0418829708702754,0.0283992861294237,0.0444832625173992,0.0719380601905237
2021-05-28,0,0.000911616036541971,0.0429611684100176,0.0384494657534757,0.0326552068908446,0.0293411770463048,0.0439311984993604,0.0310512560857178,0.0492346235989758,0.0777454824434848
2021-05-29,0,0.000967830275597223,0.0444151962777595,0.039768570840103,0.0339560071312115,0.0307298951803219,0.0460714079496423,0.0339350427286289,0.0544367338229284,0.0839512480232049
2021-05-30,0,0.00102748721505293,0.0459125117678045,0.0411278873314192,0.0353044077539321,0.032180246587088,0.0483070674856706,0.0370679798335061,0.0601208034640933,0.0905720923290137
2021-05-31,0,0.00109079686888941,0.0474542016658551,0.0425284734919716,0.0367019510121275,0.0336946778604825,0.0506417125437178,0.0404681698267682,0.0663179962530336,0.0976239461554453
2021-06-01,0,0.00115798194980614,0.049041366462159,0.0439714039492537,0.0381502132370374,0.0352757054798542,0.0530789406044314,0.0441544219685812,0.0730589812841615,0.105121702596539
2021-06-02,0,0.00122927862282531,0.0506751195793256,0.0454577691467074,0.0396508043090269,0.0369259151939981,0.0556224053061215,0.0481461701779685,0.0803734309478716,0.113078974705868
2021-06-03,0,0.00130493730181492,0.0523565865225266,0.0469886747278685,0.0412053669983901,0.0386479610944391,0.0582758097543202,0.052463368542913,0.0882894734027629,0.121507848064279
2021-06-04,0,0.0013852234911451,0.0540869039486808,0.0485652408481246,0.0428155761667035,0.0404445643497409,0.061042898984694,0.0571263628287905,0.0968331117444405,0.130418633008923
2021-06-05,0,0.00147041867477574,0.0558672186512503,0.0501886014105232,0.0444831378192296,0.042318511571495,0.0639274515385081,0.0621557366997752,0.106027625522588,0.139819621748874
2021-06-06,0,0.00156082125515622,0.0576986864573139,0.0518599032220445,0.0462097879986533,0.0442726527816981,0.0669332701126767,0.0675721319108299,0.115892973268059,0.149716855892408
2021-06-07,0,0.00165674754439895,0.059582471033645,0.0535803050667579,0.0479972915102555,0.0463098989504312,0.0700641712500795,0.0733960424169311,0.126445216857276,0.160113910003777
2021-06-08,0,0.00175853281026662,0.061519742598604,0.0553509766922902,0.0498474404684889,0.0484332190721358,0.0733239740403112,0.079647583176422,0.13769598952885,0.171011696668603
2021-06-09,0,0.00186653237958731,0.0635116765367675,0.0571730977060728,0.0517620526548407,0.0506456367483794,0.0767164878064423,0.0863462353804743,0.149652028921671,0.182408298167072
2021-06-10,0,0.00198112280178047,0.0655594519133432,0.0590478563778868,0.0537429696768338,0.0529502262448483,0.080245498759727,0.0935105708909589,0.162314794496914,0.194298829239784
2021-06-11,0,0.00210270307523976,0.0676642498855872,0.0609764483453073,0.0557920549180629,0.0553501079904378,0.0839147556115569,0.101157959770934,0.175680185175716,0.206675334607356
2021-06-12,0,0.00223169593937254,0.0698272520086264,0.0629600752187489,0.0579111912692681,0.0578484434867682,0.0877279541403298,0.109304265888371,0.189738368186544,0.219526723913455
2021-06-13,0,0.00236854923514059,0.0720496384333126,0.0649999430829462,0.060102278630643,0.0604484295972827,0.0916887207203069,0.117963536596369,0.204473724355611,0.232838745657968
2021-06-14,0,0.00251373733697861,0.0743325859939878,0.0670972608918619,0.0623672311758534,0.0631532921863151,0.0958005948299461,0.127147693366691,0.219864908899076,0.246594000538412
2021-06-15,0,0.00266776265898505,0.0766772661843309,0.0692532387542046,0.064707974368622,0.0659662790802025,0.100067010568599,0.136866230901564,0.235885020756902,0.260771993493424
2021-06-16,0,0.00283115723828023,0.0790848430197765,0.0714690861069612,0.0671264417232174,0.0688906523246925,0.104491277222796,0.147125932601286,0.252501868199802,0.27534922271036
2021-06-17,0,0.00300448439840732,0.0815564707853629,0.0737460097746047,0.06962457130078,0.0719296797156013,0.109076558936512,0.157930610266433,0.269678314308766,0.290299302979307
2021-06-18,0,0.00318834049560894,0.0840932916682609,0.076085211911931,0.0722043019341383,0.0750866255829516,0.113825853553759,0.169280875529616,0.287372683292205,0.305593120094747
2021-06-19,0,0.00338335675074145,0.0866964332746776,0.0784878878288085,0.0748675691746131,0.0783647408126922,0.118741970716371,0.181173949737486,0.305539207613001,0.32119901255286
2021-06-20,0,0.00359020116948779,0.0893670060313059,0.0809552236954942,0.077616300955292,0.0817672520946024,0.123827509314848,0.19360351786558,0.324128496511596,0.337082976577244
2021-06-21,0,0.00380958055339152,0.0921061004720102,0.0834883941275781,0.0804524129663781,0.0852973503901318,0.129084834405403,0.206559630605747,0.343088008541097,0.353208890519661
2021-06-22,0,0.00404224260405566,0.0949147844109974,0.0860885596500707,0.0833778037394943,0.0889581786197416,0.134516053721634,0.220028657106024,0.362362513871455,0.36953875489896
2021-06-23,0,0.004288978122624,0.0977941000043238,0.088756864040642,0.0863943494392456,0.092752818575791,0.140122993924363,0.233993289075306,0.381894536003327,0.386032944719924
2021-06-24,0,0.00455062330638273,0.100745060702225,0.0914944315525542,0.0895038983619255,0.0966842770741546,0.14590717674787,0.248432595210697,0.401624766773629,0.402650471203818
2021-06-25,0,0.00482806214398085,0.10376864809544,0.094302364018414,0.0927082651429913,0.100755471365543,0.151869795214631,0.263322123284241,0.421492452772418,0.419349250607627
2021-06-26,0,0.00512222891036039,0.106865808659403,0.0971817378364908,0.0960092246768304,0.104969213835897,0.158011690103602,0.278634045845902,0.441435755212341,0.436086378352381
2021-06-27,0,0.00543411076200382,0.110037450400953,0.100133600842013,0.099408505754391,0.109328196034178,0.164333326868657,0.294337344446397,0.461392088647034,0.452818407168832
2021-06-28,0,0.00576475043253792,0.113284439412964,0.103158969066562,0.102907784426461,0.113834972075376,0.170834773213736,0.310398026611841,0.481298446536018,0.469501628354506
2021-06-29,0,0.00611524902807039,0.116607596343137,0.106258823389434,0.10650867710273,0.11849194147641,0.177515677539344,0.326779369532992,0.501091723371026,0.486092355483281
2021-06-30,0,0.00648676892086764,0.120007692784031,0.109434106085618,0.110212733399259,0.123301331492855,0.184375248480853,0.343442184551617,0.520709043830816,0.502547209992644
2021-07-01,0,0.00688053673909836,0.123485447592272,0.112685717275869,0.114021428749608,0.128265179034884,0.191412235762557,0.360345096990746,0.54008810917874,0.518823407984095
2021-07-02,0,0.00729784644935597,0.127041523145753,0.116014511285217,0.117936156797602,0.133385312251324,0.198624912592183,0.377444836614935,0.559167569857825,0.534879047312216
2021-07-03,0,0.00774006252752128,0.130676521548565,0.11942129291711,0.121958221592544,0.138663331881275,0.206011059818534,0.394696534934806,0.577887431010874,0.550673393625827
2021-07-04,0,0.00820862321222178,0.134390980794266,0.122906813651334,0.126088829610603,0.144100592482975,0.213567952069967,0.412054026591667,0.596189494544881,0.566167163491618
2021-07-05,0,0.00870504383367275,0.138185370899017,0.12647176777477,0.130329081629058,0.149698183659581,0.221292346083341,0.429470153076973,0.614017837514967,0.581322802120171
2021-07-06,0,0.00923092020903318,0.142060090017025,0.130116788454984,0.134679964483086,0.15545691141084,0.22918047142204,0.446897067967785,0.631319322236539,0.596104752579065
2021-07-07,0,0.00978793209356371,0.146015460551599,0.133842443767626,0.139142342737766,0.161377279748303,0.237228023767481,0.464286543614934,0.648044128931901,0.610479712776715
2021-07-08,0,0.010377846674819,0.150051725275993,0.137649232689544,0.143716950310958,0.167459472719428,0.245430160951544,0.481590279743149,0.664146297233769,0.624416875994742
2021-07-09,0,0.0110025220948305,0.154169043479071,0.141537581070516,0.148404382085603,0.173703336992509,0.253781501877461,0.498760214668422,0.679584258907196,0.637888150394109
2021-07-10,0,0.0116639109827247,0.158367487151594,0.145507837597388,0.153205085552809,0.180108365159673,0.262276128454354,0.515748839784823,0.694321341133279,0.650868352771594
2021-07-11,0,0.0123640639774636,0.1626470372297,0.149560269765387,0.158119352529769,0.186673679919035,0.270907590645845,0.532509517619659,0.708326218011145,0.663335371936033
2021-07-12,0,0.0131051332173786,0.167007579912848,0.153695059872225,0.163147310999029,0.193398019299291,0.279668914706492,0.548996803123663,0.721573287880941,0.675270297429308
2021-07-13,0,0.013889375769891,0.171448903074113,0.157912301051494,0.168288917117936,0.200279723090485,0.288552614651377,0.5651667669941,0.734042955811417,0.686657509936223
2021-07-14,0,0.0147191569712572,0.175970692781285,0.162211993362634,0.17354394744911,0.207316720643243,0.297550706974563,0.580977318786359,0.745721804111062,0.697484730590262
2021-07-15,0,0.0155969536423604,0.180572529947689,0.166594039955525,0.178911991464516,0.214506520195334,0.306654728601548,0.596388526433928,0.756602638792067,0.707743027448527
2021-07-16,0,0.0165253571424688,0.185253887132031,0.171058243328414,0.18439244437711,0.221846199878989,0.315855758029849,0.611362927661734,0.766684406134432,0.717426778620919
2021-07-17,0,0.0175070762185368,0.190014125506843,0.175604301698506,0.189984500355069,0.229332400554879,0.325144439580763,0.62586582774518,0.775971980312911,0.726533592825518
2021-07-18,0,0.0185449396030145,0.194852492015257,0.180231805505035,0.195687146174192,0.236961320609061,0.334511010654621,0.63986557723939,0.78447582983714,0.735064189426932
